transaction_id,amount,time,merchant,location
89,173.51198981164805,15,grocery,Mumbai
90,225.66337165566782,13,electronics,Delhi
91,204.85387746740201,15,travel,Bangalore
92,248.43224952664445,7,travel,Bangalore
93,164.89734530613237,22,travel,Bangalore
94,183.61689267011158,9,grocery,Mumbai
95,180.3945923433921,16,electronics,Bangalore
96,126.82425259339408,17,electronics,Mumbai
97,214.8060138532288,19,travel,Mumbai
98,213.05276360899447,15,travel,Pune
99,200.25567283212305,16,travel,Mumbai
100,188.27064333124267,15,travel,Bangalore
101,129.23146289747928,18,restaurant,Mumbai
102,178.96773386173206,23,restaurant,Mumbai
103,182.86427417366153,23,restaurant,Delhi
104,159.88613653891906,7,travel,Bangalore
105,191.93571441669954,5,travel,Mumbai
106,220.20254284072692,5,electronics,Pune
107,294.3092950605265,20,grocery,Mumbai
108,208.72889064159196,8,electronics,Mumbai
109,212.8775195361382,3,restaurant,Delhi
110,196.27770421169163,11,electronics,Bangalore
111,104.06143923504793,11,travel,Bangalore
112,198.67430622753915,22,restaurant,Pune
113,203.01151049705132,16,restaurant,Pune
114,323.1621056242643,14,grocery,Pune
115,190.38195176094388,8,grocery,Mumbai
116,215.07736711668062,6,restaurant,Mumbai
117,198.26441151473784,9,restaurant,Pune
118,141.5660981190234,15,electronics,Bangalore
119,257.14114072575103,11,restaurant,Bangalore
120,237.5966516343387,6,travel,Pune
121,239.55159735215233,17,electronics,Delhi
122,154.53062726026306,14,travel,Bangalore
123,270.13971554680495,5,travel,Bangalore
124,129.90744686038596,11,travel,Pune
125,229.34285469001352,10,restaurant,Bangalore
126,309.5227812904989,19,grocery,Mumbai
127,150.4731837434656,2,grocery,Mumbai
128,171.6851135198614,1,travel,Bangalore
129,204.98256825438207,5,restaurant,Mumbai
130,174.82621729419003,23,electronics,Delhi
131,122.46682844669337,21,travel,Bangalore
132,203.42814874030137,4,electronics,Pune
133,146.88481431369476,17,electronics,Mumbai
134,223.67962153175907,15,restaurant,Delhi
135,154.02878828830984,7,restaurant,Delhi
136,277.496720250877,19,grocery,Mumbai
137,160.83733538318813,21,grocery,Delhi
138,183.89692418971623,10,restaurant,Bangalore
139,240.67586086848348,9,travel,Delhi
140,138.45678417830223,23,grocery,Mumbai
141,211.37299673020647,11,electronics,Delhi
142,265.3571377141214,20,travel,Mumbai
143,119.62583827193862,5,electronics,Mumbai
144,209.2316929266152,19,restaurant,Delhi
145,212.99413971242117,4,electronics,Mumbai
146,239.09114358886552,22,travel,Mumbai
147,138.1524644560959,8,restaurant,Pune
148,133.9771693457862,15,travel,Bangalore
149,226.09707828084487,21,electronics,Mumbai
150,214.8492336616593,13,travel,Bangalore
151,212.52464251729384,21,restaurant,Pune
152,217.3224104748488,7,electronics,Pune
153,165.99876392107547,19,electronics,Pune
154,211.6126848580502,18,grocery,Pune
155,214.65362366493406,13,grocery,Bangalore
156,164.2824290986816,6,travel,Delhi
157,293.28872555723785,4,grocery,Delhi
158,223.69164604558938,17,grocery,Bangalore
159,140.43482513986757,1,grocery,Mumbai
160,232.82768043169148,10,grocery,Bangalore
161,151.26591648863393,21,restaurant,Mumbai
162,239.3542301871226,7,restaurant,Mumbai
163,257.9297789503702,0,grocery,Delhi
164,158.96588408241448,21,travel,Pune
165,248.16880646221608,11,restaurant,Delhi
166,220.63904634682493,1,grocery,Delhi
167,241.1030079997245,17,restaurant,Bangalore
168,294.8396491326974,6,electronics,Bangalore
169,187.73059419985648,16,restaurant,Mumbai
170,162.31319178212553,21,restaurant,Bangalore
171,155.52427851872383,22,travel,Mumbai
172,159.2094857517281,13,restaurant,Mumbai
173,196.1449145292948,23,travel,Pune
174,217.0575987408322,6,electronics,Pune
175,213.83453996650096,21,grocery,Delhi
176,241.35916245180118,2,travel,Pune
177,200.65009459389535,5,restaurant,Mumbai
178,272.67670385786585,19,restaurant,Bangalore
179,186.7671583381022,1,travel,Pune
180,336.00845832948096,16,electronics,Pune
181,231.28336738825033,11,grocery,Pune
182,157.1421221791859,11,restaurant,Pune
183,146.45537509694438,16,electronics,Mumbai
184,224.12362076215928,9,grocery,Mumbai
185,188.82686073370746,2,grocery,Delhi
186,235.7000247046046,19,restaurant,Bangalore
187,223.66188122867723,17,travel,Delhi
188,196.35855436715636,12,restaurant,Delhi
189,157.66031409657975,11,restaurant,Pune
190,124.25763876570677,16,restaurant,Bangalore
191,177.67425239664894,3,electronics,Pune
192,242.81993971617362,22,travel,Mumbai
193,210.7046872065102,9,electronics,Delhi
194,137.7130610644006,10,restaurant,Bangalore
195,208.6590462925591,5,travel,Mumbai
196,219.26586898644183,5,grocery,Delhi
197,155.80712818994334,8,travel,Bangalore
198,207.6862552972764,14,restaurant,Delhi
199,202.9104359223,1,travel,Bangalore
200,142.85148510846884,3,grocery,Delhi
201,217.88936801741417,4,grocery,Pune
202,228.03922631841172,16,travel,Delhi
203,254.15256215876386,7,grocery,Delhi
204,252.69010260174514,7,electronics,Bangalore
205,131.11653160214544,21,travel,Bangalore
206,153.10874800424386,11,grocery,Pune
207,225.751763360433,20,grocery,Bangalore
208,225.68929754561043,7,travel,Delhi
209,225.7523843153024,18,electronics,Bangalore
210,392.63657453273606,2,travel,Bangalore
211,228.54452553465836,17,grocery,Bangalore
212,256.77828200902997,20,travel,Pune
213,247.70008817466012,18,grocery,Pune
214,232.5695625652899,18,restaurant,Mumbai
215,184.23653776798272,14,travel,Pune
216,237.94846102466337,5,travel,Pune
217,161.35873927312142,15,grocery,Pune
218,188.15906966299957,7,grocery,Delhi
219,175.73182260854483,15,grocery,Mumbai
220,204.09370696931612,17,grocery,Delhi
221,315.73292833367543,19,travel,Pune
222,106.6367403704126,15,grocery,Pune
223,234.31300951872566,10,travel,Mumbai
224,119.36420644051742,6,electronics,Mumbai
225,176.40340671052832,16,travel,Bangalore
226,254.4475298483683,16,grocery,Pune
227,203.21400095477313,11,grocery,Pune
228,146.1127611035347,12,electronics,Delhi
229,164.2348145370016,9,travel,Bangalore
230,233.97988744673378,6,electronics,Pune
231,163.48166841414317,13,travel,Delhi
232,210.82292947909875,22,grocery,Mumbai
233,202.27859199519068,0,travel,Delhi
234,167.41998261970915,16,grocery,Pune
235,307.19720446626627,3,grocery,Delhi
236,231.69595111590056,20,restaurant,Delhi
237,98.74287066711965,4,restaurant,Bangalore
238,209.32271573847137,19,travel,Bangalore
239,166.9106767615806,23,grocery,Mumbai
240,242.6216667398112,22,electronics,Bangalore
241,160.37396307836497,6,grocery,Delhi
242,194.26317792665506,9,electronics,Bangalore
243,225.24936394902286,16,travel,Pune
244,243.2877597085061,6,travel,Delhi
245,139.9851796472112,0,electronics,Delhi
246,183.27493820795257,6,electronics,Delhi
247,176.25273444195219,23,grocery,Pune
248,167.3335383713144,10,travel,Delhi
249,288.27271201405483,8,grocery,Bangalore
250,220.2490855480478,11,electronics,Pune
251,136.95580228324775,2,restaurant,Delhi
252,245.8930973527388,3,restaurant,Bangalore
253,306.10780985063167,3,restaurant,Bangalore
254,251.62326302755736,12,electronics,Mumbai
255,124.03150170229932,22,grocery,Bangalore
256,175.78829635668743,18,travel,Bangalore
257,263.34555745933113,9,electronics,Mumbai
258,164.61652671906097,4,restaurant,Mumbai
259,222.19097140731142,6,grocery,Pune
260,238.73170267146685,23,travel,Bangalore
261,153.65347642109586,15,travel,Pune
262,197.02373219691,0,electronics,Pune
263,37.936632996546365,11,electronics,Delhi
264,148.7806179332855,1,travel,Pune
265,187.371592430342,6,travel,Pune
266,137.6108409017575,10,restaurant,Pune
267,281.62056519658177,12,travel,Pune
268,128.49293110196837,1,electronics,Mumbai
269,177.9977756651508,6,grocery,Bangalore
270,206.53702886430457,14,restaurant,Delhi
271,272.06366445330576,10,restaurant,Mumbai
272,128.20689244102803,1,travel,Delhi
273,258.158187607748,6,grocery,Delhi
274,200.51165305097936,3,restaurant,Mumbai
275,150.92456744760244,10,electronics,Pune
276,223.10517371316354,1,travel,Mumbai
277,209.9529847786735,15,electronics,Delhi
278,169.98915614206027,6,travel,Delhi
279,203.49010424950094,12,restaurant,Pune
280,180.734320156912,4,travel,Mumbai
281,205.6758672625624,16,grocery,Bangalore
282,233.10653372605233,20,electronics,Delhi
283,279.3008408072676,11,grocery,Mumbai
284,138.10922505865756,18,electronics,Pune
285,306.65166873281333,6,electronics,Pune
286,102.39561002387491,5,travel,Bangalore
287,192.41074524822082,7,restaurant,Delhi
288,229.41586032422882,12,restaurant,Bangalore
289,214.04959338675164,4,grocery,Bangalore
290,168.8650240089703,1,travel,Bangalore
291,189.59388748213624,8,restaurant,Bangalore
292,175.34995326705837,10,electronics,Pune
293,170.5317621527894,23,electronics,Delhi
294,242.48010485105124,5,travel,Bangalore
295,217.85077429825236,6,grocery,Delhi
296,165.3545202369673,6,travel,Pune
297,244.97999377166252,18,grocery,Pune
298,215.36497604383047,5,travel,Mumbai
299,240.64310594194802,10,electronics,Mumbai
300,231.48144209618061,10,travel,Delhi
301,158.55024945389638,6,restaurant,Mumbai
302,171.9909479901515,1,restaurant,Bangalore
303,237.3646802561631,18,travel,Delhi
304,230.51851327167324,3,grocery,Pune
305,198.95492030179258,5,grocery,Pune
306,205.8663691654391,16,electronics,Bangalore
307,263.88324478942127,4,electronics,Mumbai
308,170.4214305582085,6,grocery,Delhi
309,227.3548690585019,8,travel,Delhi
310,189.89036737830529,0,electronics,Bangalore
311,189.11593983863898,0,grocery,Mumbai
312,254.9388425993595,18,grocery,Delhi
313,241.27081744940148,5,travel,Bangalore
314,240.67548180003192,17,restaurant,Delhi
315,265.27394035771647,9,grocery,Pune
316,201.05019208163796,10,electronics,Delhi
317,234.0976485647482,0,travel,Delhi
318,184.4866621703272,0,travel,Delhi
319,216.2083176244221,12,travel,Mumbai
320,193.49284728161578,4,restaurant,Mumbai
321,204.8497982496359,19,restaurant,Bangalore
322,229.75785127184568,0,electronics,Mumbai
323,159.08896583832637,19,electronics,Delhi
324,304.619363784273,2,travel,Delhi
325,149.6991309250149,17,electronics,Mumbai
326,139.2905693606134,8,grocery,Mumbai
327,257.9055436750034,13,restaurant,Delhi
328,239.5831346981468,16,travel,Delhi
329,231.20599085260775,22,travel,Pune
330,231.417275463214,13,grocery,Bangalore
331,199.38766135765428,3,grocery,Mumbai
332,155.1372814257084,4,grocery,Bangalore
333,203.7902279096863,20,grocery,Delhi
334,166.14191442439443,16,travel,Bangalore
335,248.75598667088755,21,restaurant,Mumbai
336,192.64713092489308,1,restaurant,Mumbai
337,158.72514016037442,22,grocery,Bangalore
338,183.93070791735033,21,electronics,Mumbai
339,220.6465727137812,4,travel,Pune
340,171.81377235980125,3,restaurant,Delhi
341,158.88898022167842,3,grocery,Delhi
342,212.18436057459562,5,electronics,Mumbai
343,212.24832855543613,19,electronics,Delhi
344,174.65284123144352,20,grocery,Pune
345,176.44808471908385,12,travel,Mumbai
346,211.60249686788183,21,restaurant,Pune
347,127.59578292513379,4,electronics,Pune
348,129.62681128117225,22,restaurant,Delhi
349,164.07778893737822,22,restaurant,Delhi
350,189.32764241440765,6,electronics,Bangalore
351,215.54537827990023,19,grocery,Pune
352,273.7678108474776,0,electronics,Delhi
353,242.88298116010097,13,electronics,Pune
354,192.00307350182865,23,travel,Bangalore
355,199.04918960486555,3,restaurant,Pune
356,149.87353176810956,16,grocery,Mumbai
357,199.0743432003805,20,restaurant,Bangalore
358,185.5670680539931,13,electronics,Bangalore
359,216.13592801690447,15,grocery,Pune
360,158.63845282238384,13,grocery,Pune
361,225.96732571205862,15,grocery,Delhi
362,276.6369456501289,23,grocery,Mumbai
363,194.56199257715713,19,travel,Bangalore
364,220.08558610494708,7,grocery,Bangalore
365,234.5071995855556,23,electronics,Bangalore
366,179.9389764057082,2,travel,Delhi
367,211.20462409052084,18,electronics,Mumbai
368,200.62962003908973,0,electronics,Bangalore
369,204.8838049274416,1,restaurant,Bangalore
370,161.3495108072267,14,grocery,Delhi
371,201.22550871294715,21,grocery,Pune
372,224.8999145622725,9,electronics,Bangalore
373,272.5571803897521,17,grocery,Mumbai
374,247.96354130426033,21,travel,Mumbai
375,307.65912287557785,13,restaurant,Mumbai
376,161.63262185559753,16,grocery,Mumbai
377,243.61603183603393,12,grocery,Delhi
378,209.1671002869176,0,travel,Bangalore
379,309.4901466608836,4,restaurant,Delhi
380,159.58508573224242,12,travel,Mumbai
381,158.0139078909612,13,electronics,Mumbai
382,170.0303677277989,23,electronics,Mumbai
383,93.80521378450966,2,grocery,Delhi
384,173.71224891596194,14,restaurant,Mumbai
385,162.0433669223151,18,electronics,Bangalore
386,207.51968932381038,16,travel,Mumbai
387,217.08779878885798,2,electronics,Bangalore
388,293.8085419607943,15,electronics,Bangalore
389,247.5211919093025,13,travel,Mumbai
390,171.15481721687985,11,grocery,Delhi
391,155.0792664325821,11,restaurant,Pune
392,224.59595857532528,10,grocery,Pune
393,133.9883396489679,16,travel,Bangalore
394,291.5729382927177,7,electronics,Delhi
395,258.97200603606433,16,restaurant,Pune
396,176.54121739476477,20,grocery,Mumbai
397,114.34327354545613,22,travel,Mumbai
398,267.69361870827066,19,electronics,Bangalore
399,194.2730077373691,10,electronics,Delhi
400,261.8908155986731,1,grocery,Delhi
401,120.27861706028165,9,travel,Pune
402,170.03124885231136,9,electronics,Pune
403,200.26218498590916,10,electronics,Mumbai
404,202.3490296882371,5,restaurant,Bangalore
405,177.4967264260378,3,electronics,Delhi
406,231.14249661737495,23,grocery,Pune
407,146.61897853087027,11,travel,Pune
408,192.88102574893531,10,travel,Bangalore
409,206.01478158559493,22,restaurant,Bangalore
410,225.72194170293744,22,travel,Mumbai
411,235.5807439044445,12,grocery,Bangalore
412,143.76789540810654,4,electronics,Mumbai
413,123.29429146321888,5,restaurant,Mumbai
414,263.88384109492546,0,travel,Bangalore
415,216.61570059897957,5,restaurant,Bangalore
416,162.57567317217232,17,restaurant,Bangalore
417,277.55759877612616,21,travel,Bangalore
418,205.78373171464293,8,restaurant,Bangalore
419,258.96485920319134,23,travel,Mumbai
420,203.37592407050545,14,grocery,Pune
421,303.03739624409934,7,travel,Delhi
422,287.7670421221602,18,electronics,Delhi
423,187.55179257604632,23,travel,Mumbai
424,248.57854754771776,15,electronics,Mumbai
425,232.2687974792574,5,restaurant,Pune
426,268.43157787661744,5,travel,Bangalore
427,151.7538269709948,21,electronics,Mumbai
428,234.30257299992195,2,travel,Delhi
429,252.92122434247938,9,travel,Bangalore
430,112.06302567884428,0,travel,Mumbai
431,140.83707436671125,13,grocery,Bangalore
432,98.03839111199497,3,electronics,Delhi
433,186.5296582777721,11,grocery,Bangalore
434,235.8771127897981,5,grocery,Mumbai
435,275.1178526048014,10,electronics,Mumbai
436,203.70473902098877,11,travel,Delhi
437,281.4307772785646,9,grocery,Pune
438,130.99492708925544,17,grocery,Pune
439,114.83087803224227,6,grocery,Bangalore
440,197.22261505516906,6,travel,Mumbai
441,219.20327244696537,10,grocery,Mumbai
442,198.36526259529535,3,restaurant,Delhi
443,96.62789499800617,19,electronics,Delhi
444,195.54399802436058,0,restaurant,Mumbai
445,134.77652497475734,12,travel,Delhi
446,233.48362744150194,17,grocery,Pune
447,218.32991230484242,8,electronics,Pune
448,153.00601068363224,23,grocery,Bangalore
449,174.30665413316532,23,travel,Delhi
450,147.0393239055524,8,electronics,Bangalore
451,196.8660451363414,22,restaurant,Delhi
452,247.75711602506192,8,electronics,Delhi
453,150.71369768322282,9,grocery,Pune
454,225.20232577589223,1,electronics,Mumbai
455,173.48711908137795,5,travel,Delhi
456,160.3563583868828,14,travel,Delhi
457,194.64848200227212,2,electronics,Delhi
458,148.2378838790313,10,travel,Mumbai
459,172.3175347326409,5,travel,Bangalore
460,140.10610537055757,2,travel,Bangalore
461,298.2362566458195,23,restaurant,Delhi
462,201.76317759858642,10,grocery,Delhi
463,165.01372460037072,14,travel,Bangalore
464,210.6989955367111,12,electronics,Bangalore
465,194.38359751545852,19,travel,Pune
466,188.95152002333884,9,restaurant,Delhi
467,230.70833500217125,5,electronics,Bangalore
468,237.87538550236525,14,grocery,Pune
469,173.47494261947364,17,electronics,Mumbai
470,171.209087967766,17,electronics,Delhi
471,186.2474151424178,6,electronics,Bangalore
472,84.90394176322076,14,electronics,Delhi
473,124.24044689007239,17,travel,Pune
474,268.34371337222626,17,grocery,Bangalore
475,282.2483856750642,19,travel,Mumbai
476,187.54819802218108,8,restaurant,Mumbai
477,228.8278481527883,23,restaurant,Pune
478,215.5625077271768,1,electronics,Mumbai
479,353.9440404227619,7,travel,Mumbai
480,255.97874557172884,19,travel,Mumbai
481,193.60412042596167,1,grocery,Mumbai
482,152.22297796997873,10,grocery,Mumbai
483,119.67768398712137,6,grocery,Mumbai
484,210.17318179336115,5,travel,Mumbai
485,162.18246273578484,9,grocery,Bangalore
486,128.8873145201163,4,grocery,Mumbai
487,167.67135578787367,10,grocery,Bangalore
488,145.92259981928026,0,electronics,Delhi
489,284.3570817536282,1,restaurant,Pune
490,244.08198784747253,23,restaurant,Mumbai
491,199.60136793416913,0,travel,Pune
492,273.9972069445013,18,travel,Mumbai
493,203.8684153823809,1,electronics,Bangalore
494,156.93578993358682,20,restaurant,Mumbai
495,276.15620386348286,19,grocery,Delhi
496,226.94550218423294,22,grocery,Pune
497,148.13769228367718,20,travel,Pune
498,190.4830660958196,23,restaurant,Delhi
499,156.21908733076214,3,travel,Bangalore
500,130.8600134517832,11,travel,Bangalore
501,246.30887737658207,21,grocery,Delhi
502,295.47083202350655,19,grocery,Pune
503,130.07162130904294,17,restaurant,Mumbai
504,228.14846183452855,0,travel,Bangalore
505,167.46787154390864,0,electronics,Mumbai
506,175.6437308117652,23,restaurant,Pune
507,170.38030378805655,13,travel,Mumbai
508,156.8004615160092,3,restaurant,Delhi
509,202.42608139724135,4,restaurant,Bangalore
510,158.4524941794481,10,restaurant,Bangalore
511,213.52284128899194,23,electronics,Delhi
512,197.48809452754315,22,electronics,Delhi
513,188.05259765667952,12,grocery,Bangalore
514,154.6218168979201,15,grocery,Bangalore
515,171.16143347158336,23,travel,Bangalore
516,237.7695612912878,12,restaurant,Pune
517,225.04585938121903,23,travel,Pune
518,151.12223776007244,21,grocery,Pune
519,204.9666152714613,1,electronics,Mumbai
520,237.56935616858945,15,grocery,Pune
521,116.52973594393141,5,travel,Bangalore
522,227.16800961899676,13,grocery,Pune
523,166.86881205270765,0,travel,Bangalore
524,228.52993342965797,16,travel,Delhi
525,161.83704217287416,10,travel,Mumbai
526,109.75589496677405,18,travel,Mumbai
527,118.62287810584186,2,grocery,Delhi
528,202.4042473330691,10,travel,Bangalore
529,212.98612508607408,4,travel,Mumbai
530,154.78416874477958,16,restaurant,Pune
531,231.9296229388687,21,travel,Bangalore
532,116.923996886552,6,grocery,Mumbai
533,196.69601006763418,9,travel,Delhi
534,139.44919001187716,10,electronics,Bangalore
535,167.40819460989204,2,electronics,Mumbai
536,202.3699335658207,19,travel,Delhi
537,156.9793317358024,9,electronics,Bangalore
538,180.77222278850874,9,electronics,Pune
539,250.31464046072202,13,grocery,Bangalore
540,171.15540652384257,11,restaurant,Pune
541,241.7846056032571,14,electronics,Bangalore
542,143.5146572671191,9,electronics,Delhi
543,226.49020889576414,9,restaurant,Pune
544,272.078431032895,18,restaurant,Pune
545,76.41777499363553,0,electronics,Bangalore
546,160.15523722647617,23,travel,Mumbai
547,228.853606359027,9,electronics,Pune
548,189.84773069785035,1,travel,Bangalore
549,218.55729366856545,16,travel,Delhi
550,169.80074066420897,23,travel,Bangalore
551,204.329489373645,6,restaurant,Bangalore
552,192.216138230396,6,electronics,Pune
553,258.38910308299035,19,electronics,Mumbai
554,212.72104216506065,8,grocery,Delhi
555,216.8801331037601,21,restaurant,Pune
556,179.40615169387664,1,grocery,Pune
557,175.61968879637533,13,grocery,Pune
558,178.37209060901895,16,travel,Delhi
559,219.72260711891485,0,restaurant,Mumbai
560,178.95077595898687,8,grocery,Delhi
561,214.48874284482065,19,electronics,Delhi
562,303.77003993227197,20,grocery,Mumbai
563,243.5562351715846,18,restaurant,Delhi
564,183.69882339160793,3,electronics,Bangalore
565,260.06069610819725,7,electronics,Delhi
566,179.59623134892243,12,electronics,Pune
567,98.0937732411073,3,travel,Delhi
568,149.5956844541298,8,electronics,Pune
569,106.46040394870721,8,travel,Delhi
570,182.42432579793456,21,travel,Pune
571,200.92091895947758,17,grocery,Pune
572,283.82186561376415,11,grocery,Pune
573,216.34636868820814,9,electronics,Mumbai
574,189.04497355955678,10,restaurant,Delhi
575,241.47027905917446,6,electronics,Delhi
576,89.44323454960575,8,grocery,Bangalore
577,211.7807279054283,5,electronics,Bangalore
578,238.54325969434834,18,grocery,Bangalore
579,126.07068771100792,15,electronics,Delhi
580,257.1877021603465,14,restaurant,Mumbai
581,216.9248203747207,6,electronics,Pune
582,179.23560430495994,15,restaurant,Delhi
583,231.63909330531425,4,restaurant,Mumbai
584,313.5346428902198,15,electronics,Mumbai
585,209.09331275292476,0,restaurant,Delhi
586,212.4110293150168,18,restaurant,Pune
587,177.0319550229878,4,grocery,Mumbai
588,157.50778152676043,6,grocery,Delhi
589,241.51679082721228,18,restaurant,Pune
590,157.19580870455664,21,travel,Bangalore
591,203.57831186096962,4,electronics,Mumbai
592,176.11712766174418,16,restaurant,Mumbai
593,223.9489912873196,21,electronics,Delhi
594,216.6831052643474,7,grocery,Delhi
595,251.87699721289496,0,electronics,Pune
596,174.49918005726266,1,restaurant,Bangalore
597,186.50625323533143,14,restaurant,Bangalore
598,151.06181421088462,19,restaurant,Delhi
599,177.78533699619442,17,restaurant,Delhi
600,218.8650246522426,10,travel,Pune
601,237.8494308322676,9,travel,Delhi
602,153.89173379111872,23,travel,Pune
603,243.480296005283,23,restaurant,Pune
604,267.78189294024753,3,travel,Bangalore
605,220.67174516118504,4,electronics,Pune
606,293.8397906279033,3,restaurant,Bangalore
607,161.31054004482135,12,grocery,Bangalore
608,137.76726483442914,12,restaurant,Bangalore
609,111.06398755478607,17,electronics,Delhi
610,274.8022155744592,23,travel,Bangalore
611,232.71828281770289,1,restaurant,Pune
612,197.22076645447726,15,travel,Delhi
613,213.998431315991,0,restaurant,Pune
614,143.72554763508117,18,electronics,Delhi
615,322.2875989808413,8,restaurant,Pune
616,206.46105909876138,2,travel,Mumbai
617,205.46973973024464,6,travel,Mumbai
618,236.28833119493459,9,electronics,Mumbai
619,224.05046158683567,0,restaurant,Pune
620,211.19420121395657,9,grocery,Delhi
621,160.4762772277344,20,restaurant,Bangalore
622,223.57341785679978,8,electronics,Bangalore
623,294.1012248237517,14,grocery,Pune
624,267.27100230774886,14,electronics,Pune
625,279.65933133196984,2,restaurant,Pune
626,174.43921617844074,4,grocery,Pune
627,150.51975898707096,8,electronics,Bangalore
628,193.7106539950176,21,travel,Delhi
629,202.78624561443473,8,grocery,Bangalore
630,254.70957592354742,22,grocery,Pune
631,115.37676851425903,6,electronics,Mumbai
632,276.4775159730307,23,travel,Bangalore
633,192.09960507105052,22,grocery,Mumbai
634,178.655946502629,11,electronics,Mumbai
635,149.39478123699163,8,grocery,Pune
636,117.25716640671153,5,grocery,Bangalore
637,241.15852919809572,22,grocery,Delhi
638,203.6658983594202,1,travel,Bangalore
639,135.5019550129473,8,restaurant,Delhi
640,135.2460613968192,16,restaurant,Delhi
641,183.21076503549358,0,travel,Pune
642,283.45107626446963,18,travel,Delhi
643,187.02043243181976,5,electronics,Bangalore
644,124.8428523440947,4,grocery,Bangalore
645,187.71284679570277,1,travel,Mumbai
646,186.36382151261648,8,electronics,Delhi
647,65.15566785292143,13,restaurant,Pune
648,197.28525667410938,3,restaurant,Pune
649,188.4532734895661,3,restaurant,Bangalore
650,234.8103182406709,20,restaurant,Delhi
651,292.44780474726724,14,electronics,Pune
652,256.3282514773879,7,grocery,Delhi
653,186.55556547225848,3,electronics,Delhi
654,144.6737045629165,15,grocery,Mumbai
655,328.667990162493,20,restaurant,Pune
656,202.9609217007244,3,travel,Mumbai
657,200.6964645956473,15,travel,Pune
658,198.79374564449984,21,travel,Delhi
659,209.90423803839275,11,grocery,Pune
